1.000000000000000000e+04,2.218797521838623865e+01,-8.164257774815727231e+00
7.912342618981318992e+03,2.252585993768998307e+01,-9.852524308155738098e+00
6.260516572014821577e+03,2.334045228940446748e+01,-1.222781263712749578e+01
4.953535208959169722e+03,2.436750144472502555e+01,-1.486278034272933013e+01
3.919406774847221186e+03,2.484189938451389068e+01,-1.741695355423648905e+01
3.101168926574778652e+03,2.606994779653412309e+01,-2.100235660530857729e+01
2.453751106639816953e+03,2.832937142169222966e+01,-2.607127834589709536e+01
1.941491945743881615e+03,3.009237161632238511e+01,-3.112475464563633665e+01
1.536174946671828138e+03,3.215115547121277473e+01,-3.799313950223394443e+01
1.215474250076285898e+03,3.611880206047439401e+01,-4.644053643772154771e+01
9.617248711152964233e+02,3.994813616065815154e+01,-5.516435244861953180e+01
7.609496685459876062e+02,4.573924739018374197e+01,-6.514194177636562699e+01
6.020894493336124924e+02,5.402291847834690941e+01,-7.914123703584317582e+01
4.763938010401340648e+02,6.167442520903278336e+01,-9.183481660362086529e+01
3.769390975388359379e+02,7.461167506072564493e+01,-1.132674003066010329e+02
2.982471286216887734e+02,9.286986343216233308e+01,-1.258747053730041614e+02
2.359833466782193625e+02,1.131682606006151701e+02,-1.449800708230538646e+02
1.867181091291920723e+02,1.419659978619635865e+02,-1.631908878422734119e+02
1.477377652598511304e+02,1.703358611325656398e+02,-1.776877066201503226e+02
1.168951816498577614e+02,2.044075993519488463e+02,-1.951917937021496243e+02
9.249147277217335272e+01,2.520083386087999031e+02,-1.967807126222568002e+02
7.318242219076174138e+01,2.868374591971949030e+02,-1.952354384623719739e+02
5.790443980602483265e+01,3.271465442051066930e+02,-1.851176354921510665e+02
4.581597669054490751e+01,3.574034138862103873e+02,-1.817061138608666226e+02
3.625117049988531903e+01,3.927499010517193483e+02,-1.680678902835029476e+02
2.868316813342008942e+01,4.224567977992327314e+02,-1.496119703834665131e+02
2.269510536694668446e+01,4.385223078198345092e+02,-1.251703792605445358e+02
1.795714494371638992e+01,4.629801973077306911e+02,-1.103095861140441087e+02
1.420830832533920862e+01,4.717979828354584697e+02,-9.810145730532261155e+01
1.124210035062086277e+01,4.836629170474532202e+02,-7.829457489877292176e+01
8.895134973108227427e+00,4.900423985970349463e+02,-6.739108210006651234e+01
7.038135554931554516e+00,5.083925964950946081e+02,-5.182282290563787086e+01
5.568813990945266745e+00,5.036361740977051227e+02,-5.069821783726621334e+01
4.406236427773568387e+00,5.018545566273523946e+02,-4.075153854893307681e+01
3.486365227678084100e+00,5.141519357851602763e+02,-3.432487164299488569e+01
2.758531617629181198e+00,5.057856041236734654e+02,-3.418155968963196045e+01
2.182644728397487022e+00,5.147484357414047054e+02,-2.046431684032629050e+01
1.726983290659434234e+00,5.048507844660539945e+02,-1.675490487640966819e+01
1.366448349295324327e+00,5.090942871004371000e+02,-1.486054525194709619e+01
1.081180751076607827e+00,5.177594104610172963e+02,-1.344808277964178345e+01
8.554672535565683855e-01,5.211925232041498930e+02,-1.737479120925080878e+01
6.768750009458527339e-01,5.187611423974719855e+02,-1.043096888099272768e+01
5.355666917706896069e-01,5.176767637459747675e+02,-8.549599114014606371e+00
4.237587160604063263e-01,5.170384092296230847e+02,-9.718532313435300551e+00
3.352924149249553176e-01,5.111894880637605070e+02,-5.396099913854287777e+00
2.652948464431894582e-01,5.153359440860234599e+02,-1.642060572425547260e+00
2.099103720108554672e-01,5.168519464969501769e+02,6.727489632620818227e+00
1.660882782627713106e-01,5.248734925967918343e+02,-1.607757824598389229e+00
1.314147362611755299e-01,5.212811440093371402e+02,-7.236204511106634207e-01
1.039798418481489989e-01,5.104275863043218919e+02,-2.076945620936351045e+00
8.227241341700457233e-02,5.213474546328175165e+02,-1.135669241280444375e+01
6.509675230458163153e-02,5.177232327599264181e+02,-1.273525383044452397e+00
5.150678076168122010e-02,5.162561928481579798e+02,-6.178726438117712050e-01
4.075392965871769274e-02,5.229951691274334280e+02,1.204128691699843756e+01
3.224590545296391469e-02,5.252086688429732249e+02,-1.625399264864921367e+00
2.551406520031287289e-02,5.247178889390562517e+02,1.055081012974793175e+00
2.018760254679034805e-02,5.155356822290906393e+02,-6.005837177795125825e-01
1.597312280060252457e-02,5.183094369572053211e+02,-6.420477864541703106e+00
1.263848202934297199e-02,5.216544279188863129e+02,5.659709687661764299e+00
1.000000000000000021e-02,5.250166551218130735e+02,3.678359249743000881e+00
